date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:30:35	108153/108153	---M--	200	added ('OK')	image/png	etag:%22a76ae9e0a0f0515a661e97581dedcaae%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/698708031_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/698708031_orig.png	(from https://www.psicoresumenes.com/libros.html)
04:30:35	29441/29441	---M--	200	added ('OK')	image/jpeg	etag:%22b9ed68bf1b88680e3c1c6c8a0d5bcc31%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/679035264_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/679035264_orig.jpg	(from https://www.psicoresumenes.com/libros.html)
04:30:35	143044/143044	---M--	200	added ('OK')	image/png	etag:%22e0cb16a7f7403a599d3e3543f7dc7847%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/692223114_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/692223114_orig.png	(from https://www.psicoresumenes.com/libros.html)
04:30:36	93712/93712	---M--	200	added ('OK')	image/png	etag:%2203041ee7d543fa657ad296acb3c90803%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/777633505_2.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/777633505_2.png	(from https://www.psicoresumenes.com/libros.html)
04:30:36	34492/34492	---M--	200	added ('OK')	image/jpeg	etag:%2206b1384de943c8fe16b2e77ff4a55b6c%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/697444255_2.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/697444255_2.jpg	(from https://www.psicoresumenes.com/libros.html)
04:30:36	92637/92637	---M--	200	added ('OK')	image/png	etag:%22ec06ae10c70b0f2be5ea2d59c46dc829%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/630632798_2.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/630632798_2.png	(from https://www.psicoresumenes.com/libros.html)
04:30:36	93148/93148	---M--	200	added ('OK')	image/png	etag:%2222bfb17de1d8cbb03582dc26b5f69ad4%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/592589066_2.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/592589066_2.png	(from https://www.psicoresumenes.com/libros.html)
04:30:37	5184/5184	---M--	200	added ('OK')	image/jpeg	etag:%220b28478d10290913e425caf3d45af38d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/editor/706813484_1.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/editor/706813484_1.jpg	(from https://www.psicoresumenes.com/libros.html)
04:30:37	6458/6458	---M--	200	added ('OK')	image/jpeg	etag:%22bb83d4fe368b460a44f2d38562d26fd8%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/editor/172227030_1.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/editor/172227030_1.jpg	(from https://www.psicoresumenes.com/libros.html)
04:30:37	10231/10231	---M--	200	added ('OK')	image/png	etag:%227f248ea197f241e1cfeb55ee761b881d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/872290638_1.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/872290638_1.png	(from https://www.psicoresumenes.com/libros.html)
04:30:38	23774/23774	---M--	200	added ('OK')	image/jpeg	etag:%22054af595034c727db402c158f9e096a7%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/927958803_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/927958803_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:38	28344/28344	---M--	200	added ('OK')	image/jpeg	etag:%2277b9acf57b7a9131387b3687cb0c5efc%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/957084458_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/957084458_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:38	25872/25872	---M--	200	added ('OK')	image/jpeg	etag:%22d21256cbffd71269a38eaab7879d840f%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/719150730_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/719150730_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:39	34418/34418	---M--	200	added ('OK')	image/jpeg	etag:%2223f0e216a97facf4cea57e8bef1d29dd%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/235249426_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/235249426_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:39	37893/37893	---M--	200	added ('OK')	image/jpeg	etag:%224cfc155a9136496d8d76a1cca50e4307%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/769196035_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/769196035_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:39	22407/22407	---M--	200	added ('OK')	image/jpeg	etag:%225d15efc68f98d761b6be221c7f3c459c%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/837842427_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/837842427_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:40	21845/21845	---M--	200	added ('OK')	image/jpeg	etag:%223e5594942a29f956230bc9c31ce36776%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/605959246_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/605959246_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:40	40654/40654	---M--	200	added ('OK')	image/jpeg	etag:%22b307062b7c4b88e78d2729cb61b0a3eb%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/638593690_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/638593690_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:40	293409/293409	---M--	200	added ('OK')	image/png	etag:%22641fc66199a344c39797163100dd26c4%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/123805630_1.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/123805630_1.png	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:40	108153/108153	---M--	200	added ('OK')	image/png	etag:%22a76ae9e0a0f0515a661e97581dedcaae%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/698708031_1.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/698708031_1.png	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:40	29441/29441	---M--	200	added ('OK')	image/jpeg	etag:%22b9ed68bf1b88680e3c1c6c8a0d5bcc31%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/679035264_1.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/679035264_1.jpg	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:41	143044/143044	---M--	200	added ('OK')	image/png	etag:%22e0cb16a7f7403a599d3e3543f7dc7847%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/692223114_1.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/692223114_1.png	(from https://www.psicoresumenes.com/libros-de-psicologia-cientifica-ciencias-del-comportamiento.html)
04:30:41	93712/93712	---M--	200	added ('OK')	image/png	etag:%2203041ee7d543fa657ad296acb3c90803%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/777633505_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/777633505_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:41	34492/34492	---M--	200	added ('OK')	image/jpeg	etag:%2206b1384de943c8fe16b2e77ff4a55b6c%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/697444255_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/697444255_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:41	92637/92637	---M--	200	added ('OK')	image/png	etag:%22ec06ae10c70b0f2be5ea2d59c46dc829%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/630632798_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/630632798_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:41	93148/93148	---M--	200	added ('OK')	image/png	etag:%2222bfb17de1d8cbb03582dc26b5f69ad4%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/592589066_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/592589066_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:42	99820/99820	---M--	200	added ('OK')	image/png	etag:%2242e8fe90536626d1f4dddcdd53b0887e%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/375324711_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/375324711_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:42	84886/84886	---M--	200	added ('OK')	image/png	etag:%227c51182a2ec44ed6037d6bc80845cd16%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/803967947_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/803967947_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:42	112079/112079	---M--	200	added ('OK')	image/png	etag:%22142b310e1f9a21bd589000933f9a17ca%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/377977857_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/377977857_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:42	86569/86569	---M--	200	added ('OK')	image/png	etag:%2294537bd4cc8d877b4e1006f8127b1950%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/310347761_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/310347761_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:43	93892/93892	---M--	200	added ('OK')	image/png	etag:%22d1154da810d94f633c364994a4e07316%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/817198037_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/817198037_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:43	33269/33269	---M--	200	added ('OK')	image/jpeg	etag:%2229b2dd360b86b1d82a6ee67aaf5d0267%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/788060485_orig.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/788060485_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:43	90140/90140	---M--	200	added ('OK')	image/png	etag:%2256603a7edd148ab90384e703fa1d6af2%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/234824101_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/234824101_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:43	22416/22416	---M--	200	added ('OK')	image/jpeg	etag:%229726d967db3fe569932c96a7cafca5a7%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/713179662_orig.jpg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/713179662_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:44	91357/91357	---M--	200	added ('OK')	image/png	etag:%227c59cf157a053a4fc37822d048e1d4e9%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/413483358_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/413483358_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:44	113579/113579	---M--	200	added ('OK')	image/png	etag:%22877b60a724be46bd10b0fa1b64d653c5%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/238537618_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/238537618_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:44	98686/98686	---M--	200	added ('OK')	image/png	etag:%22bbaab9bb7a7e807d056de2cebc2159b7%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/842159208_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/842159208_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:44	103891/103891	---M--	200	added ('OK')	image/png	etag:%22ba2a388ad64856d24bf808862b1c8b6d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/291303491_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/291303491_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:44	102652/102652	---M--	200	added ('OK')	image/png	etag:%22e1754af69f5c69e4c65bc4d5a711014b%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/866542972_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/866542972_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:45	236722/236722	---M--	200	added ('OK')	image/png	etag:%22d6c1dd5a5d44a824c78f425b49649b27%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/403399298_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/403399298_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:45	80455/80455	---M--	200	added ('OK')	image/png	etag:%22b24910d07d3cd4b75f6675b1e4cd5743%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/195948613_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/195948613_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:45	97607/97607	---M--	200	added ('OK')	image/png	etag:%22690d730452af77d31ad70a8b5d611393%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/347039668_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/347039668_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:45	36613/36613	---M--	200	added ('OK')	image/jpeg	etag:%22ca4a408e63bce8c8120796bc62bf0db9%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/428307372_orig.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/428307372_orig.jpg	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:46	104890/104890	---M--	200	added ('OK')	image/png	etag:%223509cf068a8fad4a33fbe8c174b8ad22%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/260660080_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/260660080_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:46	97539/97539	---M--	200	added ('OK')	image/png	etag:%22c0f159949d09a195ac55db5b833e05a2%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/815161081_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/815161081_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:46	172400/172400	---M--	200	added ('OK')	image/png	etag:%22ef1d885ae5ac9f2bd8cb92e8f3153091%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/749571392_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/749571392_orig.png	(from https://www.psicoresumenes.com/libros-de-psicoanalisis-las-obras-de-sigmund-freud.html)
04:30:47	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_125.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_125.png	(from https://www.psicoresumenes.com/psicotutorias-gratuitas-de-psicologia-udelar.html)
04:30:47	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_133.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_133.png	(from https://www.psicoresumenes.com/psicotutorias-primer-semestre.html)
04:30:48	74137/74137	---M-Z	200	added ('OK')	text/css	etag:W/%226a427779-12199%22	http://cdn2.editmysite.com/css/site_membership.css?buildtime=1782741641	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/cdn2.editmysite.com/css/site_membership7a54.css	(from https://www.psicoresumenes.com/psicotutorias-segundo-semestre.html)
04:30:50	103240/103240	---M-Z	200	added ('OK')	application/javascript	etag:%226a427790-19348%22	http://cdn2.editmysite.com/js/site/main-membership-site.js?buildtime=1782741641	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/cdn2.editmysite.com/js/site/main-membership-site7a54.js	(from https://www.psicoresumenes.com/psicotutorias-segundo-semestre.html)
04:30:50	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_117.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_117.png	(from https://www.psicoresumenes.com/psicotutorias-segundo-semestre.html)
04:30:52	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_138.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_138.png	(from https://www.psicoresumenes.com/psicotutorias-tercer-semestre.html)
04:30:53	197764/197764	---M-Z	200	added ('OK')	application/javascript	etag:%226a427762-30484%22	http://cdn2.editmysite.com/js/lang/es_ES/stl.js?buildTime=1782741641&	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/cdn2.editmysite.com/js/lang/es_ES/stl1799.js	(from https://www.psicoresumenes.com/psicotutorias-segundo-semestre.html)
04:30:58	534298/534298	---M-Z	200	added ('OK')	application/javascript	etag:%226a427790-8271a%22	http://cdn2.editmysite.com/js/site/main-customer-accounts-site.js?buildtime=1782741641	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/cdn2.editmysite.com/js/site/main-customer-accounts-site7a54.js	(from https://www.psicoresumenes.com/psicotutorias-segundo-semestre.html)
04:30:58	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_136.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_136.png	(from https://www.psicoresumenes.com/psicotutorias-cuarto-semestre.html)
04:30:59	272232/272232	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:31:01%20GMT	https://www.psicoresumenes.com/tutorias-de-herramientas-de-la-psicologia-clinica.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutorias-de-herramientas-de-la-psicologia-clinica.html	(from https://www.psicoresumenes.com/psicotutorias-cuarto-semestre.html)
04:31:00	178639/178639	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:31:01%20GMT	https://www.psicoresumenes.com/tutorias-de-herramientas-de-la-psicologia-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutorias-de-herramientas-de-la-psicologia-social.html	(from https://www.psicoresumenes.com/psicotutorias-cuarto-semestre.html)
04:31:00	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_137.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_137.png	(from https://www.psicoresumenes.com/psicotutorias-quinto-semestre.html)
04:31:01	131026/131026	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:31:03%20GMT	https://www.psicoresumenes.com/tutorias-de-clinica-2-teorias-y-tecnicas-de-las-intervenciones.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutorias-de-clinica-2-teorias-y-tecnicas-de-las-intervenciones.html	(from https://www.psicoresumenes.com/psicotutorias-quinto-semestre.html)
04:31:02	125952/125952	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:31:03%20GMT	https://www.psicoresumenes.com/tutorias-de-psicopatologia-clinica-de-adultos.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutorias-de-psicopatologia-clinica-de-adultos.html	(from https://www.psicoresumenes.com/psicotutorias-quinto-semestre.html)
04:31:02	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_139.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_139.png	(from https://www.psicoresumenes.com/psicotutorias-sexto-semestre.html)
04:31:02	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_123.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_123.png	(from https://www.psicoresumenes.com/preguntas-frecuentes-informacion-de-facultad-psicologia-udelar.html)
04:31:03	502/502	---MC-	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202026%2007:31:05%20GMT	https://www.psicoresumenes.com/donde-encontrar-resumenes-textos-pruebas-psicologia-udelar	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/donde-encontrar-resumenes-textos-pruebas-psicologia-udelar	(from https://www.psicoresumenes.com/preguntas-frecuentes-informacion-de-facultad-psicologia-udelar.html)
